zip,count,lat,lon,county,countyfips,state
36695,1,30.620114,-88.2753144,Mobile,01097,Alabama
43065,2,40.1742648,-83.0898194,Delaware,39041,Ohio
46038,3,39.9645049,-86.0223611,Hamilton,18057,Indiana
85251,1,33.4986286,-111.9224398,Maricopa,04013,Arizona
85250,4,33.5243639,-111.8985922,Maricopa,04013,Arizona
85254,2,33.6071829,-111.9403254,Maricopa,04013,Arizona
02190,2,42.1707499,-70.94279139999999,Norfolk,25021,Massachusetts
53706,3,43.1054334,-89.42692869999999,Dane,55025,Wisconsin
48377,1,42.5123116,-83.4750241,Oakland,26125,Michigan
27705,1,36.025609,-78.9853813,Orange,37135,North Carolina
95403,4,38.4739555,-122.7520139,Sonoma,06097,California
92121,2,32.8981142,-117.2029363,San Diego,06073,California
95219,3,38.0268596,-121.5141615,San Joaquin,06077,California
70179,1,29.9919028,-90.0795843,Orleans,22071,Louisiana
20854,1,39.040746,-77.22901929999999,Montgomery,24031,Maryland
90232,3,34.0236878,-118.3900204,Los Angeles,06037,California
14043,2,42.9007932,-78.70793809999999,Erie,36029,New York
95827,2,38.5544039,-121.3255688,Sacramento,06067,California
92614,1,33.6832497,-117.8340735,Orange,06059,California
19047,1,40.196447,-74.90918529999999,Bucks,42017,Pennsylvania
15237,6,40.5569121,-80.0199562,Allegheny,42003,Pennsylvania
92620,1,33.7027746,-117.7432015,Orange,06059,California
33414,1,26.6374761,-80.2432839,Palm Beach,12099,Florida
22030,2,38.8454321,-77.3209555,Fairfax,51059,Virginia
22031,1,38.864187,-77.2577571,Fairfax,51059,Virginia
19348,2,39.85992570000001,-75.7255192,Chester,42029,Pennsylvania
01867,1,42.5412689,-71.10920120000002,Middlesex,25017,Massachusetts
65203,1,38.8996376,-92.4406387,Boone,29019,Missouri
08691,1,40.215546,-74.6049061,Mercer,34021,New Jersey
99027,1,47.71889059999999,-117.1509129,Spokane,53063,Washington
87004,1,35.3180691,-106.5466221,Sandoval,35043,New Mexico
07424,3,40.8811718,-74.21206289999999,Passaic,34031,New Jersey
39759,1,33.47765890000001,-88.8263006,Oktibbeha,28105,Mississippi
55311,1,45.1056514,-93.4892746,Hennepin,27053,Minnesota
56701,1,48.1129336,-96.1857655,Pennington,27113,Minnesota
31405,2,32.0371137,-81.1747498,Chatham,13051,Georgia
39532,1,30.5007553,-88.96053649999999,Harrison,28047,Mississippi
94530,4,37.9202057,-122.2937428,Contra Costa,06013,California
95008,2,37.2770029,-121.9529992,Santa Clara,06085,California
94539,3,37.5148444,-121.9131761,Alameda,06001,California
94925,1,37.920558,-122.5089856,Marin,06041,California
37886,1,35.7445072,-83.7942551,Blount,47009,Tennessee
98225,1,48.7562157,-122.4894588,Whatcom,53073,Washington
91786,3,34.1036996,-117.6610854,San Bernardino,06071,California
46601,1,41.6724038,-86.25395189999999,St. Joseph,18141,Indiana
60174,1,41.9169525,-88.29476749999999,Kane,17089,Illinois
60076,1,42.026064,-87.7271123,Cook,17031,Illinois
66210,3,38.9193108,-94.70188999999999,Johnson,20091,Kansas
28273,2,35.12905569999999,-80.9539475,Mecklenburg,37119,North Carolina
40580,1,38.14,-84.47,Fayette,21067,Kentucky
47907,3,40.4401775,-86.9261008,Tippecanoe,18157,Indiana
47906,2,40.4932743,-86.96240859999999,Tippecanoe,18157,Indiana
20816,1,38.9516143,-77.1197521,Montgomery,24031,Virginia
49331,1,42.9440633,-85.3342973,Kent,26081,Michigan
95694,1,38.5600699,-122.0155491,Yolo,06113,California
40067,2,38.235851,-85.36529589999999,Shelby,21211,Kentucky
92780,6,33.7372177,-117.8135579,Orange,06059,California
83843,1,46.7251492,-116.9667226,Latah,16057,Idaho
75080,1,32.9481789,-96.7297205,Dallas,48113,Texas
08869,1,40.5747108,-74.6458987,Somerset,34035,New Jersey
50011,3,42.0288663,-93.64803069999999,Story,19169,Iowa
97470,1,43.1699202,-123.2374563,Douglas,41019,Oregon
97477,1,44.059912,-123.0179348,Lane,41039,Oregon
